pID,pName,options,suggestion
7013-12,Scenix Phthalo Blue,"[{""name"":""Quart ($25.99)"",""price"":2599},{""name"":""Gallon ($99)"",""price"":9900}]","[""Less Suggestions"",{""name"":""Createx Scenix  Phthalo Blue Gallon Kit"",""price"":9900},""Parenthesis"",""Match Number: 0""]"
7016-12,Scenix Phthalo Green,"[{""name"":""Quart ($28.35)"",""price"":2835},{""name"":""Gallon ($108)"",""price"":10800}]","[""Less Suggestions"",{""name"":""Createx Scenix  Phthalo Green Gallon Kit"",""price"":10800},""Parenthesis"",""Match Number: 0""]"
7007-12,Scenix Pyrrole Orange,"[{""name"":""Quart ($40.69)"",""price"":4069},{""name"":""Gallon ($155)"",""price"":15500}]","[""Less Suggestions"",{""name"":""Createx Scenix  Pyrrole Orange Gallon Kit"",""price"":15500},""Parenthesis"",""Match Number: 0""]"
7008-12,Scenix Pyrrole Red,"[{""name"":""Quart ($34.13)"",""price"":3413},{""name"":""Gallon ($130)"",""price"":13000}]","[""Less Suggestions"",{""name"":""Createx Scenix  Pyrrole Red Gallon Kit"",""price"":13000},""Parenthesis"",""Match Number: 0""]"
7009-12,Scenix Quinacridone Magenta,"[{""name"":""Quart ($32.81)"",""price"":3281},{""name"":""Gallon ($125)"",""price"":12500}]","[""Less Suggestions"",{""name"":""Createx Scenix  Quinacridone Magenta Gallon Kit"",""price"":12500},""Parenthesis"",""Match Number: 0""]"
7019-12,Scenix Raw Sienna (RS),"[{""name"":""Quart ($23.36)"",""price"":2336},{""name"":""Gallon ($89)"",""price"":8900}]","[""Less Suggestions"",{""name"":""Createx Scenix  Raw Sienna Gallon Kit"",""price"":8900},""Parenthesis"",""Match Number: 0""]"
7017-12,Scenix Raw Umber (RS),"[{""name"":""Quart ($23.36)"",""price"":2336},{""name"":""Gallon ($89)"",""price"":8900}]","[""Less Suggestions"",{""name"":""Createx Scenix  Raw Umber Gallon Kit"",""price"":8900},""Parenthesis"",""Match Number: 0""]"
.7030,Scenix SSR GLOSS Clear Kit,"[{""name"":""Quart (7030-32)"",""price"":6100},{""name"":""Gallon (7030-12)"",""price"":22500}]","[""No Suggestions"",""Parenthesis"",""Success-2"",{""name"":""Createx Scenix SSR High Performance Clear GLOSS Quart Kit"",""price"":6100},{""name"":""Createx Scenix SSR High Performance Clear GLOSS Gallon Kit"",""price"":22500}]"
.7031,Scenix SSR MATTE Clear Kit,"[{""name"":""Quart (7031-32)"",""price"":6100},{""name"":""Gallon (7031-12)"",""price"":22500}]","[""No Suggestions"",""Parenthesis"",""Success-2"",{""name"":""Createx Scenix SSR High Performance Clear MATTE Quart Kit"",""price"":6100},{""name"":""Createx Scenix SSR High Performance Clear MATTE Gallon Kit"",""price"":22500}]"
.7032,Scenix SSR SATIN Clear Kit,"[{""name"":""Quart (7032-32)"",""price"":6100},{""name"":""Gallon (7032-12)"",""price"":22500}]","[""No Suggestions"",""Parenthesis"",""Success-2"",{""name"":""Createx Scenix SSR High Performance Clear SATIN Quart Kit"",""price"":6100},{""name"":""Createx Scenix SSR High Performance Clear SATIN Gallon Kit"",""price"":22500}]"
7002-12,Scenix Titanium White,"[{""name"":""Quart ($24.81)"",""price"":2481},{""name"":""Gallon ($94.50)"",""price"":9450}]","[""Less Suggestions"",{""name"":""Createx Scenix  Titanium White Gallon Kit"",""price"":9450},""Parenthesis"",""Match Number: 0""]"
7010-12,Scenix Transparent Red Oxide,"[{""name"":""Quart ($29.54)"",""price"":2954},{""name"":""Gallon ($112.50)"",""price"":11250}]","[""Less Suggestions"",{""name"":""Createx Scenix  Tansparent Red Oxide Gallon Kit"",""price"":12250},""Parenthesis"",""Match Number: 0""]"
7014-12,Scenix Ultramarine Blue,"[{""name"":""Quart ($30.19)"",""price"":3019},{""name"":""Gallon ($115)"",""price"":11500}]","[""Less Suggestions"",{""name"":""Createx Scenix  Ultramarine Blue Gallon Kit"",""price"":11500},""Parenthesis"",""Match Number: 0""]"
7130-12,Scenix UV Glow Clear,"[{""name"":""Quart ($57)"",""price"":5700},{""name"":""Gallon ($190)"",""price"":19000}]","[""Less Suggestions"",{""name"":""Createx Scenix  UV Glow Clear Gallon Kit"",""price"":12500},""Not All Prices Match-1b"",{""name"":""Createx Scenix  UV Glow Clear Gallon Kit"",""price"":12500},{""name"":""Createx Scenix UV Glow Clear (Blue Cast) 128oz"",""price"":19000},""Parenthesis"",""Match Number: 0""]"
5527,Scotch-Brite� Roloc� Surface Conditioning Disc,"[{""name"":""1ea 5527"",""price"":95},{""name"":""Box of 50 5527"",""price"":4000}]","[""No Suggestions""]"
444,"Scrolling/Script Brush ""The Virus","[{""name"":""444-0 (7/8\"")"",""price"":500},{""name"":""444-1 (1\"")"",""price"":575},{""name"":""444-2 (1-3/16\"")"",""price"":590},{""name"":""444-4 (1-5/16\"")"",""price"":640},{""name"":""444-6 (1-3/8\"")"",""price"":680}]","[""Success-1"",{""name"":""Mack 444 #0 The Virus Scrolling/Script"",""price"":500},{""name"":""Mack 444 #1 The Virus Scrolling/Script"",""price"":575},{""name"":""Mack 444 #2 The Virus Scrolling/Script"",""price"":590},{""name"":""Mack 444 #4 The Virus Scrolling/Script"",""price"":640},{""name"":""Mack 444 #6 The Virus Scrolling/Script"",""price"":680}]"
EBAV-22,Sea Foam Green,"[{""name"":""1oz"",""price"":1300},{""name"":""4oz"",""price"":3900}]","[""Success-1"",{""name"":""European Body Art VIBE FX Sea Foam Green 1oz"",""price"":1300},{""name"":""European Body Art VIBE FX Sea Foam Green 4oz"",""price"":3900}]"
4002,Sealer Dark,"[{""name"":""4 oz"",""price"":670}]","[""More Suggestions:5"",{""name"":""Auto-Air Sealer Dark 4oz"",""price"":600},{""name"":""Auto-Air Sealer Dark 8oz"",""price"":1725},{""name"":""Auto-Air Sealer Dark Gallon"",""price"":16225},{""name"":""Auto-Air Sealer Dark 16oz"",""price"":2325},{""name"":""Auto-Air Sealer Dark 32oz"",""price"":4385}]"
4001,Sealer White,"[{""name"":""4 oz"",""price"":670}]","[""More Suggestions:4"",{""name"":""Auto-Air Sealer White 4oz"",""price"":600},{""name"":""Auto-Air Sealer White 8oz"",""price"":1725},{""name"":""Auto-Air Sealer White  16oz"",""price"":2325},{""name"":""Auto-Air Sealer White 32oz"",""price"":4385}]"
622,SEM ExCoat Direct To Metal Primer,"[{""name"":""62213 Black"",""price"":0},{""name"":""62243 Gray"",""price"":0}]","[""No Suggestions""]"
RUSTMORT,SEM Rust Mort,"[{""name"":""69501 Gallon"",""price"":6575},{""name"":""69504 Quart"",""price"":2250},{""name"":""69508 Pint"",""price"":1389}]","[""No Suggestions""]"
4216,Semi-Oaque Deep Purple,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4216 Semi-Opaque Deep Purple 4oz"",""price"":650},{""name"":""Auto-Air 4216 Semi-Opaque Deep Purple 16oz"",""price"":2495},{""name"":""Auto-Air 4216 Semi-Opaque Deep Purple 32oz"",""price"":4850},{""name"":""Auto-Air 4216 Semi-Opaque Deep Purple Gallon"",""price"":17525}]"
4214,Semi-Oaque Midnight Blue,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4214 Semi-Opaque Midnight Blue 4oz"",""price"":650},{""name"":""Auto-Air 4214 Semi-Opaque Midnight Blue 16oz"",""price"":2495},{""name"":""Auto-Air 4214 Semi-Opaque Midnight Blue 32oz"",""price"":4850},{""name"":""Auto-Air 4214 Semi-Opaque Midnight Blue Gallon"",""price"":17525}]"
4213,Semi-Oaque Process Blue,"[{""name"":""16 oz"",""price"":2495}]","[""More Suggestions:4"",{""name"":""Auto-Air 4213 Semi-Opaque Process Blue 4oz"",""price"":650},{""name"":""Auto-Air 4213 Semi-Opaque Process Blue Gallon"",""price"":17525},{""name"":""Auto-Air 4213 Semi-Opaque Process Blue 16oz"",""price"":2495},{""name"":""Auto-Air 4213 Semi-Opaque Process Blue 32oz"",""price"":4850}]"
4211,Semi-Opaque Caribbean Blue,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495}]","[""More Suggestions:4"",{""name"":""Auto-Air 4211 Semi-Opaque Caribbean Blue 4oz"",""price"":650},{""name"":""Auto-Air 4211 Semi-Opaque Caribbean Blue Gallon"",""price"":17525},{""name"":""Auto-Air 4211 Semi-Opaque Caribbean Blue 16oz"",""price"":2495},{""name"":""Auto-Air 4211 Semi-Opaque Caribbean Blue 32oz"",""price"":4850}]"
4204,Semi-Opaque Chrome Yellow,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4204 Semi-Opaque Chrome Yellow 4oz"",""price"":650},{""name"":""Auto-Air 4204 Semi-Opaque Chrome Yellow 16oz"",""price"":2495},{""name"":""Auto-Air 4204 Semi-Opaque Chrome Yellow 32oz"",""price"":4850},{""name"":""Auto-Air 4204 Semi-Opaque Chrome Yellow Gallon"",""price"":17525}]"
4221,Semi-Opaque Cream,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495}]","[""More Suggestions:4"",{""name"":""Auto-Air 4221 Semi-Opaque Cream Gallon"",""price"":17525},{""name"":""Auto-Air 4221 Semi-Opaque Cream 16oz"",""price"":2495},{""name"":""Auto-Air 4221 Semi-Opaque Cream 32oz"",""price"":4850},{""name"":""Auto-Air 4221 Semi-Opaque Cream 4oz"",""price"":650}]"
4209,Semi-Opaque Dark Green,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4209 Semi-Opaque Dark Green 4oz"",""price"":650},{""name"":""Auto-Air 4209 Semi-Opaque Dark Green 16oz"",""price"":2495},{""name"":""Auto-Air 4209 Semi-Opaque Dark Green 32oz"",""price"":4850},{""name"":""Auto-Air 4209 Semi-Opaque Dark Green Gallon"",""price"":17525}]"
4220,Semi-Opaque Deep Black,"[{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850}]","[""More Suggestions:4"",{""name"":""Auto-Air 4220 Semi-Opaque Deep Black 4oz"",""price"":650},{""name"":""Auto-Air 4220 Semi-Opaque Deep Black Gallon"",""price"":17525},{""name"":""Auto-Air 4220 Semi-Opaque Deep Black 16oz"",""price"":2495},{""name"":""Auto-Air 4220 Semi-Opaque Deep Black 32oz"",""price"":4850}]"
4208,Semi-Opaque Emerald Green,"[{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850}]","[""More Suggestions:4"",{""name"":""Auto-Air 4208 Semi-Opaque Emerald Green 4oz"",""price"":650},{""name"":""Auto-Air 4208 Semi-Opaque Emerald Green Gallon"",""price"":17525},{""name"":""Auto-Air 4208 Semi-Opaque Emerald Green 16oz"",""price"":2495},{""name"":""Auto-Air 4208 Semi-Opaque Emerald Green 32oz"",""price"":4850}]"
4205,Semi-Opaque Flame Orange,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4205 Semi-Opaque Flame Orange 4oz"",""price"":650},{""name"":""Auto-Air 4205 Semi-Opaque Flame Orange 16oz"",""price"":2495},{""name"":""Auto-Air 4205 Semi-Opaque Flame Orange 32oz"",""price"":4850},{""name"":""Auto-Air 4205 Semi-Opaque Flame Orange Gallon"",""price"":17525}]"
4202,Semi-Opaque Lemon Yellow,"[{""name"":""4 oz"",""price"":650},{""name"":""16 oz"",""price"":2495},{""name"":""32 oz"",""price"":4850},{""name"":""Gallon *Special Order/3-5 Days to Ship*"",""price"":17525}]","[""Success-1"",{""name"":""Auto-Air 4202 Semi-Opaque Lemon Yellow 4oz"",""price"":650},{""name"":""Auto-Air 4202 Semi-Opaque Lemon Yellow 16oz"",""price"":2495},{""name"":""Auto-Air 4202 Semi-Opaque Lemon Yellow 32oz"",""price"":4850},{""name"":""Auto-Air 4202 Semi-Opaque Lemon Yellow Gallon"",""price"":17525}]"
10,Series 10 Original Sword Striping Brush,"[{""name"":""10-0000 (3/16\"")"",""price"":1113},{""name"":""10-000 (3/16\"")"",""price"":1148},{""name"":""10-00 (7/32\"")"",""price"":1183},{""name"":""10-0 (1/4\"")"",""price"":1225},{""name"":""10-1 (5/16\"")"",""price"":1260},{""name"":""10-2 (13/32\"")"",""price"":1337},{""name"":""10-3 (1/2\"")"",""price"":1414},{""name"":""10-4 (9/16\"")"",""price"":1491}]","[""More Suggestions:9"",{""name"":""Holbien 10 AeroFlash Transparent Orange 1oz"",""price"":880},{""name"":""Mack 10 Series Original Pinstriping Brush 0000"",""price"":950},{""name"":""Mack 10 Series Original Pinstriping Brush 000"",""price"":980},{""name"":""Mack 10 Series Original Pinstriping Brush 0"",""price"":1060},{""name"":""Mack 10 Series Original Pinstriping Brush 1"",""price"":1100},{""name"":""Mack 10 Series Original Pinstriping Brush 2"",""price"":1140},{""name"":""Mack 10 Series Original Pinstriping Brush 3"",""price"":1180},{""name"":""Mack 10 Series Original Pinstriping Brush 4"",""price"":1240},{""name"":""Mack 10 Series Original Pinstriping Brush 00"",""price"":1020},""Parenthesis"",""Match Number: 0""]"
127,Series 127 Pure Kolinsky Script Or Liner Brush,"[{""name"":""127-1 (11/16\"")"",""price"":550},{""name"":""127-2 (3/4\"")"",""price"":590},{""name"":""127-3 (13/16\"")"",""price"":693},{""name"":""127-4 (7/8\"")"",""price"":924},{""name"":""127-5 (15/16\"")"",""price"":1029},{""name"":""127-6 (1\"")"",""price"":1176}]","[""More Suggestions:7"",{""name"":""Mack 127 #0 Pure Kolinsky Script/Liner Brush"",""price"":575},{""name"":""Mack 127 #1 Pure Kolinsky Script/Liner Brush"",""price"":550},{""name"":""Mack 127 #2 Pure Kolinsky Script/Liner Brush (3/4\"")"",""price"":600},{""name"":""Mack 127 #3 Pure Kolinsky Script (13/16)"",""price"":650},{""name"":""Mack 127 #4 Pure Kolinsky Script 7/8"",""price"":800},{""name"":""Mack 127 #5 Pure Kolinsky Script 15/16"",""price"":880},{""name"":""Mack 127 #6 Pure Kolinsky Script or Liner Brush (1\"")"",""price"":1025},""Parenthesis"",""Match Number: 0""]"
169,Series 169 Lettering Quill,"[{""name"":""169-0"",""price"":600},{""name"":""169-1"",""price"":615},{""name"":""169-2"",""price"":630},{""name"":""169-3"",""price"":665},{""name"":""169-4"",""price"":695},{""name"":""169-6"",""price"":825},{""name"":""169-8"",""price"":925},{""name"":""169-10"",""price"":1250}]","[""More Suggestions:9"",{""name"":""Mack 169 #0 Blue Squirrel/Black Synthetic Mix Quill"",""price"":575},{""name"":""Mack 169 #1 Blue Squirrel/Black Synthetic Mix Quill"",""price"":600},{""name"":""Mack 169 #10 Blue Squirrel/Black Synthetic Mix Quill"",""price"":1250},{""name"":""Mack 169 #2 Blue Squirrel/Black Synthetic Mix Quill"",""price"":625},{""name"":""Mack 169 #3 Blue Squirrel/Black Synthetic Mix Quill"",""price"":650},{""name"":""Mack 169 #4 Blue Squirrel/Black Synthetic Mix Quill"",""price"":675},{""name"":""Mack 169 #6 Blue Squirrel/Black Synthetic Mix Quill"",""price"":825},{""name"":""Mack 169 #8 Blue Squirrel/Black Synthetic Mix Quill"",""price"":925},{""name"":""Mack 169 #5 Blue Squirrel/Black Synthetic Mix Quill"",""price"":750}]"
179,Series 179 Lettering Quill,"[{""name"":""179-0 (11/16\"")"",""price"":693},{""name"":""179-1 (3/4\"")"",""price"":700},{""name"":""179-2 (7/8\"")"",""price"":721},{""name"":""179-3 (5/16\"")"",""price"":770},{""name"":""179-4 (1\"")"",""price"":805},{""name"":""179-5 (1-1/16\"")"",""price"":826},{""name"":""179-6 (1-1/8\"")"",""price"":980},{""name"":""179-7 (1-3/16\"")"",""price"":1043},{""name"":""179-8 (1-1/4\"")"",""price"":1106},{""name"":""179-9 (1-5/16\"")"",""price"":1183},{""name"":""179-10 (1-3/8\"")"",""price"":1540},{""name"":""179-11 (1-7/16\"")"",""price"":1666},{""name"":""179-12 (1-1/2\"")"",""price"":1771},{""name"":""179-14 (1-1/2\"")"",""price"":1904},{""name"":""179-16 (1-9/16\"")"",""price"":2037},{""name"":""179-18 (1-9/16\"")"",""price"":2163},{""name"":""179-20 (1-5/8\"")"",""price"":2338}]","[""More Suggestions:18"",{""name"":""Mack 179 #0 Lettering Quill (11/16\"")"",""price"":575},{""name"":""Mack 179 #1 Lettering Quill (¾\"")"",""price"":590},{""name"":""Mack 179 #10 Lettering Quill (1-3/8\"")"",""price"":1230},{""name"":""Mack 179 #12 Lettering Quill (1½\"")"",""price"":1440},{""name"":""Mack 179 #14  Lettering Quill (1½\"")"",""price"":1680},{""name"":""Mack 179 #16  Lettering Quill (1-9/16\"")"",""price"":1680},{""name"":""Mack 179 #18 Lettering Quill (1-9/16\"")"",""price"":1760},{""name"":""Mack 179 #2 Lettering Quill (7/8\"")"",""price"":610},{""name"":""Mack 179 #20 Lettering Quill (1-5/8\"")"",""price"":1920},{""name"":""Mack 179 #26 Lettering Quill"",""price"":2510},{""name"":""Mack 179 #3 Lettering Quill (5/16\"")"",""price"":640},{""name"":""Mack 179 #4 Lettering Quill (1\"")"",""price"":670},{""name"":""Mack 179 #5 Lettering Quill (1-1/16\"")"",""price"":700},{""name"":""Mack 179 #6 Lettering Quill (1-1/8"",""price"":800},{""name"":""Mack 179 #7  Lettering Quill (1-3/16\"")"",""price"":860},{""name"":""Mack 179 #9 Lettering Quill (1-5/16\"")"",""price"":1000},{""name"":""Mack 179 #8 Lettering Quill"",""price"":925},{""name"":""Mack 179 #11 Lettering Quill (1-7/16)"",""price"":1666},""Parenthesis"",""Match Number: 0""]"
179L,Series 179L Lacquered Handle,"[{""name"":""179L-0 (11/16\"")"",""price"":721},{""name"":""179L-1 (3/4\"")"",""price"":735},{""name"":""179L-2 (7/8\"")"",""price"":749},{""name"":""179L-3 (5/16\"")"",""price"":784},{""name"":""179L-4 (1\"")"",""price"":833},{""name"":""179L-5 (1-1/16\"")"",""price"":861},{""name"":""179L-6 (1-1/8\"")"",""price"":1022},{""name"":""179L-7 (1-3/16\"")"",""price"":1085},{""name"":""179L-8 (1-1/4\"")"",""price"":1134},{""name"":""179L-9 (1-5/16\"")"",""price"":1211},{""name"":""179L-10 (1-3/8\"")"",""price"":1575},{""name"":""179L-11 (1-7/16\"")"",""price"":1729},{""name"":""179L-12 (1-1/2\"")"",""price"":1848},{""name"":""179L-14 (1-1/2\"")"",""price"":1967},{""name"":""179L-16 (1-9/16\"")"",""price"":2135},{""name"":""179L-18 (1-9/16\"")"",""price"":2247},{""name"":""179L-20 (1-5/8\"")"",""price"":2422},{""name"":""179L-22 (1-5/8\"")"",""price"":2576},{""name"":""179L-24 (1-3/4\"")"",""price"":2807},{""name"":""179L-26 (1-3/4\"")"",""price"":3094}]","[""Less Suggestions"",{""name"":""Mack 179L #0 Lacquered Handle (11/16\"")"",""price"":600},{""name"":""Mack 179L #1 Lacquered Handle (¾\"")"",""price"":615},{""name"":""Mack 179L #11 Lacquered Handle (1-7/16\"")"",""price"":1370},{""name"":""Mack 179L #12 Lacquered Handle (1½\"")"",""price"":1465},{""name"":""Mack 179L #14 Lacquered Handle (1½\"")"",""price"":1560},{""name"":""Mack 179L #16 Lacquered Handle (1-9/16\"")"",""price"":1705},{""name"":""Mack 179L #2 Lacquered Handle (7/16\"")"",""price"":630},{""name"":""Mack 179L #20 Lacquered Handle (1-5/8\"")"",""price"":1945},{""name"":""Mack 179L #3 Lacquered Handle (5/16\"")"",""price"":665},{""name"":""Mack 179L #4 Lacquered Handle (1\"")"",""price"":695},{""name"":""Mack 179L #5 Lacquered Handle (1-1/16\"")"",""price"":730},{""name"":""Mack 179L #6 Lacquered Handle (1-1/8\"")"",""price"":825},{""name"":""Mack 179L #7 Lacquered Handle (1-3/16\"")"",""price"":890},{""name"":""Mack 179L #8 Lacquered Handle (1¼\"")"",""price"":955},{""name"":""Mack 179L #9 Lacquered Handle (1-5/16\"")"",""price"":1025},""Parenthesis"",""Match Number: 0""]"
189,Series 189 Lettering Quills,"[{""name"":""189-0 (11/16\"")"",""price"":721},{""name"":""189-1 (3/4\"")"",""price"":756},{""name"":""189-2 (7/8\"")"",""price"":791},{""name"":""189-3 (15/16\"")"",""price"":826},{""name"":""189-4 (1\"")"",""price"":910},{""name"":""189-5 (1-1/16\"")"",""price"":952},{""name"":""189-6 (1-1/8\"")"",""price"":1176},{""name"":""189-7 (1-3/16\"")"",""price"":1239},{""name"":""189-8 (1-1/4\"")"",""price"":1323},{""name"":""189-9 (1-5/16\"")"",""price"":1554},{""name"":""189-10 (1-3/8\"")"",""price"":2030},{""name"":""189-11 (1-7/16\"")"",""price"":2142},{""name"":""189-12 (1-1/2\"")"",""price"":2247}]","[""Not All Prices Match"",{""name"":""Mack 189 #0 Grey Lettering Quill (11/16\"")"",""price"":590},{""name"":""Mack 189 #1 Grey Lettering Quill (¾\"")"",""price"":615},{""name"":""Mack 189 #2  Grey Lettering Quill (7/8\"")"",""price"":640},{""name"":""Mack 189 #3  Grey Lettering Quill (15/16\"")"",""price"":670},{""name"":""Mack 189 #4 Grey Lettering Quill (1\"")"",""price"":750},{""name"":""Mack 189 #5 Grey Lettering Quill (1-1/16\"")"",""price"":790},{""name"":""Mack 189 #6 Grey Lettering Quill"",""price"":945},{""name"":""Mack 189 #7 Grey Lettering Quill (1-3/16\"")"",""price"":1000},{""name"":""Mack 189 #9 Grey Lettering Quill (1-5/16\"")"",""price"":1245},{""name"":""Mack 189 #8 Grey Lettering Quill (1¼\"")"",""price"":1310},{""name"":""Mack 189 #10 Grey Lettering Quill (1-3/8\"")"",""price"":1600},{""name"":""Mack 189 #11 Grey Lettering Quill (1-7/16\"")"",""price"":1745},{""name"":""Mack 189 #12 Grey Lettering Quill (1½\"")"",""price"":1840},""Parenthesis"",""Match Number: 0""]"
1962,Series 1962 Jet Stroke Lettering Brushes,"[{""name"":""1962-1/8 (1-3/16\"")"",""price"":320},{""name"":""1962-1/4 (1-3/8\"")"",""price"":480},{""name"":""1962-3/8 (1-1/2\"")"",""price"":600},{""name"":""1962-1/2 (1-5/8\"")"",""price"":840},{""name"":""1962-5/8 (1-11/16\"")"",""price"":1200},{""name"":""1962-3/4 (1-3/4\"")"",""price"":1440},{""name"":""1962-1 (1-15/16\"")"",""price"":1920},{""name"":""1962-1-1/4 (1-15/16\"")"",""price"":2646}]","[""Less Suggestions"",{""name"":""Mack 1962 #¼ Jet Stroke Lettering Brush (1-5/8\"")"",""price"":480},{""name"":""Mack 1962 #1/8Jet Stroke Lettering Brush (1-3/16\"")"",""price"":320},{""name"":""Mack 1962 #1¾ Jet Stroke Lettering Brush"",""price"":1440},{""name"":""Mack 1962 #3/8 Jet Stroke Lettering Brush"",""price"":600},{""name"":""Mack 1962 #5/8 Jet Stroke Lettering Brush"",""price"":1200},{""name"":""Mack 1962 #1 Jet Stroke Lettering  (1-15/16\"")"",""price"":1920},{""name"":""Mack 1962 # ½\"" Jet Stroke 1-5/8"",""price"":840},""Parenthesis"",""Match Number: 0""]"
